CHROM,MIN_START,MAX_END,AVG_START,AVG_END,AVG_SIZE,AVG_QUAL,SAMPLES_COUNT,SAMPLES_PERCENT,SIZE_STDEV,RSSD,BREAKPOINT_WINDOW,BREAKPOINT_PRECISION,START_BREAKPOINT_CONFIDENCE,END_BREAKPOINT_CONFIDENCE,SOFT_CLIP_SUPPORT,SAMPLES_WITH_BP_EVIDENCE,EVIDENCE_CLUSTERED,START_DEPTH_RATIO,END_DEPTH_RATIO,REPEAT_OVERLAP,REPEAT_OVERLAP_BP,REPEAT_OVERLAP_PERCENT,REPEAT_TYPES,REPEAT_NAMES,REPEAT_FAMILIES,REPEAT_CLASSES,PRIMARY_REPEAT_TYPE,PRIMARY_REPEAT_NAME,PRIMARY_REPEAT_OVERLAP_BP,NUM_REPEAT_ELEMENTS,REPEAT_DENSITY,DISTANCE_TO_NEAREST_REPEAT,PRIMARY_GENE_NAME,PRIMARY_GENE_START,PRIMARY_GENE_END,PRIMARY_GENE_STRAND,PRIMARY_GENE_OVERLAP_BP,PRIMARY_GENE_DISTANCE
NW_024423344.1,9457880,9459909,9457934.2,9459680,1745.8,8338.83,10,100,20.33,0.0116,283.2,0.67276,0.75,0.5955199999999999,47,2,both,0.812,0.288,Yes,1749,99.65811966,LINE;Simple_repeat,(T)n;UrsMar-1.201,L1,LINE;Simple_repeat,LINE,UrsMar-1.201,1725,2,0.996581197,0,LOC103664411,9430993,9556213,+,1755,0
NW_024423344.1,11723270,11723706,11723337.5,11723639.2,301.7,8008.8,10,100,57.54,0.1907,134.3,0.703315,0.65,0.75663,34,2,both,0.819,5.5,Yes,219,100,SINE;Simple_repeat,(AATA)n;UrsMar-6.1536,tRNA,SINE;Simple_repeat,SINE,UrsMar-6.1536,200,3,1,0,LOC103664414,11505291,11751141,-,219,0
NW_024423344.1,11554967,11561221,11555061.1,11561020.9,5959.9,6445.93,10,100,23.53,0.0039,294.1,0.7376250000000001,0.7875000000000001,0.6877500000000001,40,1,both,0.557,1.42,Yes,5427,90.85886489,LINE;SINE;Simple_repeat,(A)n;UrsMar-1.201;UrsMar-6.1536,L1;tRNA,LINE;SINE;Simple_repeat,LINE,UrsMar-1.201,5090,4,0.908588649,0,LOC103664414,11505291,11751141,-,5973,0
NW_024423344.1,11738931,11742247,11739084.5,11742087.5,3002.9,5296.32,10,100,30.84,0.0103,313.1,0.745745,0.7,0.79149,38,6,both,1,41.5,Yes,2256,78.06228374,LINE;LTR;Simple_repeat,(ATTT)n;MLT1N2-int;UrsMar-1.201,ERVL;L1,LINE;LTR;Simple_repeat,LINE,UrsMar-1.201,1000,6,0.780622837,0,LOC103664414,11505291,11751141,-,2890,0
NW_024423897.1,3270542,3270767,3270562.8,3270766.9,204.1,9008.4,10,100,6.98,0.0342,20.9,0.4871,0.42,0.5542,38,5,both,1.056,0.941,Yes,201,93.48837209,SINE,MIR3;UrsMar-6.1536,MIR;tRNA,SINE,SINE,UrsMar-6.1536,195,2,0.934883721,0,LOC103664476,3229425,3291791,-,215,0
NW_024423897.1,22260632,22260835,22260632.1,22260834.3,202.2,9999,10,100,1.17,0.0058,20,0.7980525,0.673365,0.9227400000000001,40,3,both,0.319,2.45,Yes,203,100,LINE;SINE,L1MEc;UrsMar-6.1536,L1;tRNA,LINE;SINE,SINE,UrsMar-6.1536,196,2,1,0,LOC103664588,22255841,22258834,+,0,1798
NW_024423897.1,24306430,24306668,24306430,24306640,210,9999,10,100,13.74,0.0654,28,0.7834049999999999,0.7875,0.77931,40,2,both,0.858,4.6,Yes,206,100,LTR;SINE,MER31B;UrsMar-6.1536,ERV1;tRNA,LTR;SINE,SINE,UrsMar-6.1536,201,3,1,0,LOC103664616,24263783,24387862,+,206,0
NW_024423897.1,31254895,31255174,31254912.6,31255108.2,195.6,9999,10,100,22.96,0.1174,83.4,0.7776825,0.6825000000000001,0.8728650000000001,32,1,both,0.093,81,Yes,188,100,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,188,1,1,0,LOC103664667,31133561,31251399,+,0,3514
NW_024423897.1,33709820,33709945,33709829.9,33709944.9,115,9999,10,100,3.35,0.0291,20,0.77721,0.8312849999999999,0.723135,44,4,both,0.524,2.439,No,0,0,None,None,None,None,None,None,0,0,0,81,LOC103664691,33690126,33735588,+,114,0
NW_024423897.1,33707768,33708076,33707777.5,33708004.7,227.2,6046,10,100,33.33,0.1467,80.8,0.9031575000000001,0.966315,0.8400000000000001,33,3,both,0.398,2.719,No,0,0,None,None,None,None,None,None,0,0,0,87,LOC103664691,33690126,33735588,+,189,0
NW_024423897.1,35467582,35467830,35467597.3,35467799.8,202.5,9999,10,100,13.77,0.068,45.5,0.6273225,0.89061,0.364035,43,2,both,0.227,5.238,Yes,194,100,LTR;SINE,ERVL67B-int;UrsMar-6.1536,ERVL;tRNA,LTR;SINE,SINE,UrsMar-6.1536,193,2,1,0,LOC103664704,35458661,35466403,+,0,1196
NW_024423897.1,35461232,35462186,35461292.4,35461970.8,678.4,8338.5,10,100,24.99,0.0368,275.6,0.80325,0.7875000000000001,0.8190000000000001,40,1,both,0.287,103,Yes,475,68.84057971,LINE;LTR;SINE,L2d;LTR16E2;UrsMar-6.1536,ERVL;L2;tRNA,LINE;LTR;SINE,LTR,LTR16E2,195,3,0.688405797,0,LOC103664704,35458661,35466403,+,690,0
NW_024425564.1,25558482,25558707,25558502.5,25558706.9,204.4,9999,10,100,7.17,0.0351,20.6,0.52925,0.5014,0.5571,39,7,both,0.872,1.103,Yes,225,100,SINE,UrsMar-1.18;UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,199,3,1,0,LOC103664893,25500137,25625365,-,225,0
NW_024425564.1,21969816,21970048,21969834.1,21970029.7,195.6,9013.1,10,100,10.6,0.0542,36.4,0.8816,0.8182,0.9450000000000001,52,2,both,0.904,2.676,Yes,194,100,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,194,1,1,0,LOC103664923,21967727,21975490,+,194,0
NW_024425564.1,13164385,13164633,13164399.4,13164599.7,200.3,9999,10,100,11.58,0.0578,47.7,0.8972125,0.874125,0.9203,36,2,both,0.552,1.038,Yes,195,100,SINE,MIR;UrsMar-6.1536,MIR;tRNA,SINE,SINE,UrsMar-6.1536,194,2,1,0,LOC103664979,13148868,13180012,-,195,0
NW_024425564.1,11893574,11893662,11893574.2,11893633.3,59.1,8025.3,10,100,10.22,0.173,28.9,0.8826825,0.8728650000000001,0.8925,35,2,both,0.15,22.2,Yes,40,72.72727273,Simple_repeat,(ATATTGT)n,None,Simple_repeat,Simple_repeat,(ATATTGT)n,40,1,0.727272727,0,LOC103664989,11884950,11899711,-,55,0
NW_024425564.1,11485799,11486039,11485827.1,11486016.7,189.6,9010.3,10,100,14.82,0.0782,50.4,0.8543850000000001,0.797895,0.9108750000000001,34,3,both,0.573,1.347,Yes,177,96.19565217,SINE,UrsMar-1.13;UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,176,2,0.961956522,0,LOC103665014,11468073,11480982,+,0,4853
NW_024425564.1,9913124,9913339,9913127.5,9913321.1,193.6,9008.6,10,100,21.3,0.11,42.6,0.8421000000000001,0.9262050000000001,0.757995,38,5,both,0.548,1.882,Yes,201,100,LINE;SINE,L1M5;UrsMar-6.1536,L1;tRNA,LINE;SINE,SINE,UrsMar-6.1536,198,2,1,0,LOC103665038,9899619,9920359,-,201,0
NW_024425564.1,9821159,9821434,9821174.3,9821386.7,212.4,8025.1,10,100,27.85,0.1311,62.6,0.887775,0.9234749999999999,0.852075,54,2,both,0.543,2.826,Yes,203,100,SINE;Simple_repeat,(TTTA)n;UrsMar-6.1536,tRNA,SINE;Simple_repeat,SINE,UrsMar-6.1536,198,2,1,0,LOC103665047,9803548,9837900,+,203,0
NW_024425564.1,9277344,9277549,9277344,9277548.8,204.8,9999,10,100,0.4,0.002,20,0.7277550000000002,0.8632050000000001,0.5923050000000001,42,6,both,0.386,2.135,Yes,201,98.04878049,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,201,1,0.980487805,0,LOC103665079,9272341,9282023,+,205,0
NW_024425564.1,8777386,8777536,8777412.7,8777531.2,118.5,9014.5,10,100,14.91,0.1259,31.5,0.59241,0.48447,0.70035,37,3,both,0.519,3.3,Yes,47,43.51851852,Simple_repeat,(AAGA)n,None,Simple_repeat,Simple_repeat,(AAGA)n,25,2,0.435185185,0,LOC103665104,8772318,8782645,+,108,0
NW_024425564.1,8727184,8727468,8727184.5,8727446.7,262.2,9014.7,10,100,34.76,0.1326,69.5,0.84125,0.6825000000000001,1,43,3,both,0.322,15.2,Yes,194,100,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,194,1,1,0,LOC103665106,8728517,8729594,-,0,1139
NW_024425564.1,18953386,18953581,18953387.2,18953575.6,188.4,7036.3,10,100,15.5,0.0823,31,0.7360925,0.8404,0.631785,41,5,both,0.863,4.688,Yes,199,100,SINE,MIR3;UrsMar-6.1536,MIR;tRNA,SINE,SINE,UrsMar-6.1536,196,2,1,0,LOC103665149,18953221,18953241,-,0,140
NW_024424230.1,26870282,26870774,26870312.1,26870520.5,208.5,9094.45,10,100,32.12,0.1541,283.5,0.8472975,0.7838250000000001,0.91077,50,4,both,0.062,9,Yes,198,100,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,198,1,1,0,LOC103665153,26864914,26867137,+,0,3145
NW_024425119.1,20351384,20351449,20351384.1,20351448.6,64.5,9999,10,100,0.92,0.0143,20,0.1,0.1,0.1,0,0,none,,,No,0,0,None,None,None,None,None,None,0,0,0,426,LOC103665231,20331595,20353820,+,65,0
NW_024425119.1,23737001,23737572,23737029.6,23737328.8,299.2,9094.09,10,100,20.83,0.0696,271.8,0.922845,0.8876700000000001,0.95802,54,2,both,0.207,2.837,Yes,279,93.62416107,LINE,UrsMar-1.201,L1,LINE,LINE,UrsMar-1.201,279,1,0.936241611,0,LOC103665247,23560996,23947828,-,298,0
NW_024425119.1,23820905,23821185,23820905,23821175.3,270.3,9009,10,100,4.86,0.018,20,0.42343250000000004,0.7468650000000001,0.1,31,3,start,0.212,,Yes,196,72.59259259,SINE;Simple_repeat,(TTC)n;UrsMar-6.1536,tRNA,SINE;Simple_repeat,SINE,UrsMar-6.1536,195,2,0.725925926,0,LOC103665247,23560996,23947828,-,270,0
NW_024426996.1,25967023,25967285,25967023,25967231,208,9999,10,100,18.01,0.0866,54,0.8168475000000001,0.9682050000000001,0.66549,37,1,both,0.394,2.581,Yes,202,100,SINE;Simple_repeat,(TTATTA)n;UrsMar-6.1536,tRNA,SINE;Simple_repeat,SINE,UrsMar-6.1536,201,2,1,0,LOC103665302,25915571,26065955,+,202,0
NW_024426996.1,20461011,20461252,20461011,20461229.9,218.9,9999,10,100,7.42,0.0339,22.1,0.6246975,0.61761,0.631785,47,3,both,0.287,5.421,Yes,198,91.66666667,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,198,1,0.916666667,0,LOC103665343,20447941,20854906,-,216,0
NW_024426996.1,20541010,20541285,20541052.3,20541243.7,191.4,8021.7,10,100,25.79,0.1348,83.6,0.65465,0.7089,0.6004,43,5,both,0.918,0.892,Yes,206,98.0952381,LINE;SINE,L1M7;UrsMar-6.1536,L1;tRNA,LINE;SINE,SINE,UrsMar-6.1536,203,2,0.980952381,0,LOC103665343,20447941,20854906,-,210,0
NW_024426996.1,18007880,18008143,18007895.2,18008105,209.8,8013.3,10,100,13.32,0.0635,53.2,0.647645,0.63904,0.65625,39,3,both,5.931,2.1,Yes,201,96.1722488,SINE;Simple_repeat,(T)n;UrsMar-6.1536,tRNA,SINE;Simple_repeat,SINE,UrsMar-6.1536,159,2,0.961722488,0,LOC103665355,17974519,18005141,-,0,2750
NW_024425564.1,2181164,2181416,2181164,2181372,208,9999,10,100,18.35,0.0882,44,0.7901250000000001,0.6825000000000001,0.89775,36,1,both,0.043,2.607,Yes,199,100,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,199,1,1,0,LOC103665444,2179551,2180232,+,0,932
NW_024425564.1,4189927,4190143,4189927,4190125,198,9999,10,100,6,0.0303,20,0.6315500000000001,0.6825000000000001,0.5806,35,2,both,0,1.089,Yes,200,97.56097561,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,200,1,0.975609756,0,LOC103665476,4099299,4204973,+,205,0
NW_024425564.1,5182749,5182980,5182749,5182952.8,203.8,9999,10,100,9.08,0.0445,27.2,0.7941024999999999,0.7544,0.833805,34,2,both,0.817,3.966,Yes,201,100,LINE;SINE,UrsMar-5.1186;UrsMar-6.1536,L1;tRNA,LINE;SINE,SINE,UrsMar-6.1536,200,2,1,0,LOC103665562,5169276,5180215,-,0,2534
NW_024424897.1,15093693,15093772,15093693,15093771.7,78.7,9013.3,10,100,0.46,0.0058,20,0.7762125000000001,0.7934850000000001,0.7589400000000001,45,3,both,0.291,3.316,No,0,0,None,None,None,None,None,None,0,0,0,1,LOC103665624,15097052,15108244,-,0,3280
NW_024426230.1,16295948,16296243,16296006.3,16296231.9,225.6,9999,10,100,30.7,0.1361,69.4,0.7133700000000001,0.504,0.9227400000000001,40,1,both,1.422,24,Yes,211,81.46718147,SINE;Simple_repeat,(AAAT)n;UrsMar-6.1536,tRNA,SINE;Simple_repeat,SINE,UrsMar-6.1536,194,2,0.814671815,0,LOC103665749,16300262,16436101,+,0,4029
NW_024426230.1,15832977,15833173,15832977,15833172.9,195.9,9999,10,100,0.3,0.0015,20,0.61377,0.5625,0.6650400000000001,32,8,both,0.823,0.599,Yes,211,100,LINE;SINE,L1MA10;UrsMar-6.1536,L1;tRNA,LINE;SINE,SINE,UrsMar-6.1536,199,3,1,0,LOC103665760,15819097,16225912,+,211,0
NW_024426230.1,16103435,16103647,16103435.1,16103646.8,211.7,9999,10,100,0.46,0.0022,20,0.8400000000000001,0.6825000000000001,0.9974999999999999,47,2,both,0.033,1.448,Yes,195,91.54929577,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,195,1,0.915492958,0,LOC103665760,15819097,16225912,+,213,0
NW_024426230.1,16061815,16062043,16061815,16062021,206,9999,10,100,10.04,0.0487,22,0.7742499999999999,0.5984999999999999,0.95,35,2,both,0.169,1.181,Yes,200,99.00990099,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,200,1,0.99009901,0,LOC103665760,15819097,16225912,+,202,0
NW_024426230.1,15532119,15532397,15532119.1,15532353.6,234.5,9999,10,100,26.52,0.1131,53,0.7566675,0.6454350000000001,0.8679,37,2,both,0.552,1.059,Yes,211,100,Low_complexity;SINE,GA-rich;UrsMar-6.1536,tRNA,Low_complexity;SINE,SINE,UrsMar-6.1536,200,2,1,0,LOC103665770,15086190,15635907,+,211,0
NW_024424897.1,32711,32844,32724.6,32812,87.4,9003.9,10,100,12.56,0.1437,45.6,0.7572700000000001,0.5645,0.9500400000000001,40,2,both,1.045,2.103,Yes,102,100,Simple_repeat,(CATC)n;(TCTA)n,None,Simple_repeat,Simple_repeat,(TCTA)n,90,2,1,0,LOC103665849,33696,39077,-,0,882
NW_024424897.1,11098853,11099065,11098853.7,11099064.7,211,9999,10,100,1.79,0.0085,20,0.831285,0.803565,0.8590050000000001,36,2,both,0.129,2.054,Yes,199,93.86792453,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,199,1,0.938679245,0,LOC103665913,11052970,11106418,+,212,0
NW_024424897.1,6454410,6454669,6454410,6454621.8,211.8,9999,10,100,17.16,0.081,47.2,0.71463,0.664545,0.7647149999999999,34,1,both,0.571,7,Yes,201,98.52941176,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,201,1,0.985294118,0,LOC103665929,6442767,6462172,+,204,0
NW_024424897.1,456104,456384,456104,456340.2,236.2,9999,10,100,26.81,0.1135,53.6,0.6383475000000001,0.61425,0.6624450000000001,32,1,both,0.075,3.71,Yes,205,100,Low_complexity;SINE,A-rich;UrsMar-6.1536,tRNA,Low_complexity;SINE,SINE,UrsMar-6.1536,201,2,1,0,LOC103666018,451691,460877,-,205,0
NW_024424786.1,32575579,32575876,32575579,32575861.1,282.1,9999,10,100,26.99,0.0957,54,0.39125000000000004,0.6825000000000001,0.1,18,1,start,0.099,,Yes,201,71.27659574,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,201,1,0.712765957,0,LOC103666030,32571795,32572754,+,0,2825
NW_024424786.1,32847319,32847573,32847319,32847550.6,231.6,9999,10,100,7.5,0.0324,22.4,0.7577325,0.8866200000000001,0.628845,41,3,both,0.162,69,Yes,229,100,LTR;SINE;Simple_repeat,(ATTTTTTTTT)n;ERVL67B-int;UrsMar-6.1536,ERVL;tRNA,LTR;SINE;Simple_repeat,SINE,UrsMar-6.1536,184,3,1,0,LOC103666041,32845392,32846500,+,0,819
NW_024424786.1,32958407,32958668,32958407,32958622.4,215.4,9999,10,100,16.32,0.0758,45.6,0.8603700000000001,0.748125,0.972615,44,3,both,0.384,1.537,Yes,201,97.10144928,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,201,1,0.971014493,0,LOC103666050,32960779,32961714,+,0,2165
NW_024424786.1,33472480,33472724,33472480,33472687.7,207.7,9999,10,100,16.47,0.0793,36.3,0.850395,0.849975,0.8508150000000001,38,2,both,0.247,2.917,Yes,198,100,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,198,1,1,0,LOC103666078,33475871,33476833,+,0,3193
NW_024424786.1,34786416,34786668,34786416.1,34786632.7,216.6,8017.3,10,100,20.45,0.0944,40.9,0.9402225,0.882945,0.9974999999999999,52,3,both,0.433,6.125,Yes,195,97.01492537,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,195,1,0.970149254,0,LOC103666127,34783113,34784821,+,0,1595
NW_024424786.1,33193917,33194214,33193922.2,33194148.7,226.5,9008.7,10,100,35.29,0.1558,70.6,0.7327950000000001,0.6769350000000001,0.788655,34,2,both,0.322,2.029,Yes,201,96.1722488,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,201,1,0.961722488,0,LOC103666213,33197857,33198883,+,0,3731
NW_024424786.1,33374996,33375074,33374996,33375049,53,9005,10,100,8.34,0.1574,25,0.7921725000000001,0.82152,0.7628250000000001,34,2,both,0.011,26,No,0,0,None,None,None,None,None,None,0,0,0,164,LOC103666224,33378307,33379248,+,0,3261
NW_024424786.1,33647493,33647766,33647493,33647709.3,216.3,9999,10,100,23.71,0.1096,56.7,0.71085,0.7917,0.63,38,1,both,1,1.481,Yes,197,94.71153846,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,197,1,0.947115385,0,LOC103666235,33643459,33645386,-,0,2107
NW_024423319.1,121173809,121175294,121173858.8,121175039.5,1180.6,9093.09,10,100,13.32,0.0113,304.4,0.7116325,0.7688,0.654465,31,2,both,1.035,3.269,Yes,1154,97.63113367,LINE,UrsMar-1.201,L1,LINE,LINE,UrsMar-1.201,1154,1,0.976311337,0,LOC103666313,120772647,121192742,+,1182,0
NW_024423319.1,119097286,119097513,119097286,119097495.4,209.4,9012.6,10,100,7.2,0.0344,20,0.66525,0.6967,0.6338,35,3,both,1.034,0.888,Yes,217,100,LINE;SINE,L1M5;UrsMar-6.1536,L1;tRNA,LINE;SINE,SINE,UrsMar-6.1536,200,3,1,0,LOC103666322,118860078,119317426,+,217,0
NW_024423319.1,120323059,120323247,120323059.1,120323225.3,166.2,9999,10,100,7.28,0.0438,21.8,0.365,0.63,0.1,15,4,start,0.06,,Yes,164,98.79518072,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,164,1,0.987951807,0,LOC103666341,120320181,120321343,+,0,1716
NW_024425786.1,22819116,22819205,22819135.3,22819198.1,62.8,9005.4,10,100,11.15,0.1776,26.2,0.7551599999999999,0.91182,0.5984999999999999,34,3,both,0.352,1.644,Yes,64,100,SINE;Simple_repeat,(AAAG)n;UrsMar-1.18,tRNA,SINE;Simple_repeat,Simple_repeat,(AAAG)n,58,2,1,0,LOC103666468,22824021,22827944,-,0,4818
NW_024425786.1,21085100,21085352,21085100,21085316.9,216.9,9999,10,100,24.89,0.1148,49.8,0.7820400000000001,0.65457,0.90951,33,3,both,0.17,6.25,Yes,199,100,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,199,1,1,0,LOC103666490,21025163,21159112,+,199,0
NW_024425786.1,14036969,14037172,14036969,14037171.3,202.3,9999,10,100,0.64,0.0032,20,0.9238950000000001,0.89775,0.9500400000000001,46,3,both,0.023,6.429,Yes,202,100,LINE;SINE,L2;UrsMar-6.1536,L2;tRNA,LINE;SINE,SINE,UrsMar-6.1536,200,2,1,0,LOC103666602,14034864,14053792,-,202,0
NW_024425786.1,23537439,23537678,23537439,23537639.2,200.2,9999,10,100,25.12,0.1255,50.2,0.91812,0.8479800000000001,0.98826,49,3,both,0.329,2.057,Yes,179,100,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,179,1,1,0,LOC103666746,23536655,23537180,+,0,259
NW_024425786.1,7561111,7561317,7561111,7561317,206,9009.1,10,100,0,0,20,0.6943025,0.7816,0.607005,35,2,both,0.922,94,Yes,201,94.81132075,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,201,1,0.948113208,0,LOC103666871,7562106,7564615,+,0,789
NW_024423675.1,48327157,48327346,48327169.4,48327317.3,147.9,9999,10,100,8.57,0.058,41.1,0.44976750000000004,0.364035,0.5355000000000001,30,12,both,0.724,1.515,Yes,184,94.84536082,SINE,UrsMar-1.15,tRNA,SINE,SINE,UrsMar-1.15,105,2,0.948453608,0,LOC103666982,48322216,48322668,-,0,4476
NW_024424119.1,14201474,14201754,14201529,14201743.1,214.1,8025.2,10,100,19.8,0.0925,65.9,0.8404725,0.8841,0.796845,42,3,both,0.217,1.215,Yes,205,97.1563981,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,205,1,0.971563981,0,LOC103666987,14195959,14204058,-,211,0
NW_024424119.1,17972396,17972574,17972396,17972573.8,177.8,9999,10,100,0.6,0.0034,20,0.7356825,0.8728650000000001,0.5984999999999999,36,7,both,0.294,3.708,Yes,37,20.78651685,SINE,MIRb,MIR,SINE,SINE,MIRb,37,1,0.207865169,0,LOC103666996,17862998,18159095,-,178,0
NW_024424119.1,18911948,18912159,18911948,18912158,210,9999,10,100,0.45,0.0021,20,0.52118,0.48816,0.5542,37,4,both,1.219,0.906,Yes,202,89.77777778,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,202,1,0.897777778,0,LOC103667009,18862119,19026881,+,225,0
NW_024424119.1,18984346,18984598,18984346,18984552.4,206.4,9999,10,100,19.14,0.0927,45.6,0.6789275000000001,0.50704,0.8508150000000001,37,1,both,2.012,7,Yes,197,100,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,197,1,1,0,LOC103667009,18862119,19026881,+,197,0
NW_024424119.1,17578885,17579148,17578885,17579101.9,216.9,9999,10,100,15.37,0.0709,46.1,0.76209,0.6825000000000001,0.84168,31,1,both,0.128,22,Yes,212,100,Low_complexity;SINE,A-rich;UrsMar-6.1536,tRNA,Low_complexity;SINE,SINE,UrsMar-6.1536,202,2,1,0,LOC103667101,17580001,17580050,+,0,904
NW_024424897.1,31267499,31267754,31267499,31267710,211,9013.3,10,100,25.81,0.1223,51.6,0.7522725,0.745605,0.7589400000000001,46,5,both,0.308,8.667,Yes,193,100,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,193,1,1,0,LOC103667364,31272448,31283662,-,0,4756
NW_024423564.1,2886749,2886989,2886750.6,2886960.2,209.6,9999,10,100,9.5,0.0453,30.4,0.673155,0.551985,0.794325,61,2,both,0.489,2.593,Yes,208,100,SINE;Simple_repeat,(TTTA)n;UrsMar-6.1536,tRNA,SINE;Simple_repeat,SINE,UrsMar-6.1536,194,2,1,0,LOC103667561,2886910,2887747,+,47,0
NW_024423343.1,94050660,94057034,94050688.8,94056804,6115.2,8195.91,10,100,18.4,0.003,258.8,0.795375,0.7875000000000001,0.80325,40,2,both,0.5,4.75,Yes,5405,88.70835385,LINE;SINE,UrsMar-1.201;UrsMar-6.1536,L1;tRNA,LINE;SINE,LINE,UrsMar-1.201,4982,3,0.887083538,0,LOC103667654,94046493,94068176,+,6093,0
NW_024423343.1,90226778,90227677,90226778,90227677,899,9999,10,100,0,0,20,0.78,0.8400000000000001,0.72,50,2,both,0.388,0.982,Yes,899,100,LINE,UrsMar-1.201,L1,LINE,LINE,UrsMar-1.201,899,1,1,0,LOC103667677,90203951,90364520,-,899,0
NW_024423343.1,90229372,90229629,90229372,90229598.7,226.7,9999,10,100,21.35,0.0942,42.7,0.7925925,0.7636649999999999,0.82152,49,2,both,0.341,15.25,Yes,202,100,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,202,1,1,0,LOC103667677,90203951,90364520,-,202,0
NW_024426885.1,56858900,56859167,56858900,56859138.7,238.7,9999,10,100,22.39,0.0938,44.8,0.9353400000000001,0.902475,0.9682050000000001,38,2,both,0.026,12.25,Yes,199,100,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,199,1,1,0,LOC103667759,56852778,56868039,-,199,0
NW_024426885.1,56862082,56862343,56862082,56862307.6,225.6,9999,10,100,22.96,0.1018,45.9,0.87171,0.84567,0.89775,43,2,both,0.062,11.625,Yes,207,100,LINE;SINE,L1ME4b;UrsMar-6.1536,L1;tRNA,LINE;SINE,SINE,UrsMar-6.1536,204,2,1,0,LOC103667759,56852778,56868039,-,207,0
NW_024426885.1,36451300,36451546,36451300,36451514.9,214.9,9999,10,100,16.63,0.0774,33.3,0.90195,0.8312849999999999,0.972615,38,2,both,0.354,3.852,Yes,205,100,LTR;SINE,LTR75B;UrsMar-6.1536,ERVL;tRNA,LTR;SINE,SINE,UrsMar-6.1536,199,3,1,0,LOC103667939,36428647,36468133,+,205,0
NW_024426885.1,64829279,64829485,64829283.6,64829476.5,192.9,9999,10,100,5.56,0.0288,20,0.848295,0.8400000000000001,0.85659,34,5,both,0.269,6.75,Yes,195,100,LINE;SINE,UrsMar-1.201;UrsMar-6.1536,L1;tRNA,LINE;SINE,SINE,UrsMar-6.1536,193,2,1,0,LOC103667986,64826249,64827255,+,0,2024
NW_024426885.1,63789270,63789529,63789270.1,63789482.1,212,9999,10,100,20.68,0.0975,47,0.796425,0.8841,0.7087500000000001,41,2,both,0.392,18.2,Yes,195,96.53465347,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,195,1,0.965346535,0,LOC103667987,63752030,63859454,+,202,0
NW_024426885.1,53838225,53838506,53838225.1,53838446.9,221.8,9013.2,10,100,26.16,0.1179,59.2,0.7518525,0.831705,0.672,44,2,both,0.185,2.392,Yes,202,100,LINE;SINE,L1M4c;UrsMar-6.1536,L1;tRNA,LINE;SINE,SINE,UrsMar-6.1536,200,2,1,0,LOC103668017,53626971,53891151,-,202,0
NW_024423319.1,99095491,99095763,99095491.1,99095720,228.9,9999,10,100,27.77,0.1213,55.5,0.8884575,0.91245,0.864465,59,2,both,0.337,4.857,Yes,199,96.1352657,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,199,1,0.961352657,0,LOC103668205,99063398,99121297,+,207,0
