SCAFFOLD,START,END
NW_024424675.1,10546556,10546746
NW_024426663.1,25090899,25091105
NW_024423675.1,25947483,25947689
NW_024423453.1,16053505,16053710
NW_024424230.1,37946772,37946976
NW_024424452.1,26752511,26752716
NW_024424452.1,39580946,39581159
NW_024426552.1,90533761,90533960
NW_024423897.1,51915609,51915814
NW_024424453.1,23595112,23595326
NW_024423786.1,9087126,9087336
NW_024423564.1,1769394,1769595
NW_024424008.1,25407571,25407774
NW_024424341.1,56872854,56873059
NW_024423319.1,54999474,54999695
NW_024424008.1,9119118,9119338
NW_024424341.1,48149947,48150152
NW_024424453.1,29571988,29572223
NW_024425675.1,15065183,15065393
NW_024424230.1,40628586,40628807
NW_024425119.1,10182053,10182254
NW_024425230.1,9307856,9308056
NW_024425452.1,25535678,25535888
NW_024423675.1,18390269,18390478
NW_024423453.1,44946704,44946900
NW_024423343.1,82168551,82168763
NW_024427107.1,9975064,9975267
NW_024423453.1,46395796,46396007
NW_024425563.1,5782608,5782812
NW_024425341.1,16654172,16654385
NW_024426774.1,76428533,76428740
NW_024423344.1,56972082,56972284
NW_024424341.1,27465669,27465880
NW_024424675.1,19338560,19338767
NW_024426552.1,56541988,56542175
NW_024424564.1,33444718,33445021
NW_024424452.1,62222962,62223159
NW_024425563.1,25657204,25657433
NW_024425452.1,12306375,12306579
NW_024423453.1,60795867,60796072
NW_024423343.1,32597636,32597850
NW_024423319.1,56162422,56162638
NW_024424452.1,40778001,40778149
NW_024425230.1,4151351,4151558
NW_024425786.1,10935569,10935779
NW_024426996.1,41022062,41022270
NW_024423564.1,57881673,57881921
NW_024424453.1,9666463,9666661
NW_024424675.1,17811458,17811659
NW_024425564.1,1433279,1433473
NW_024424341.1,16793642,16793844
NW_024424452.1,33536874,33537083
NW_024425563.1,102858966,102859173
NW_024425564.1,30621007,30621232
NW_024425897.1,23954527,23954732
NW_024423675.1,36928670,36928893
NW_024425119.1,28676349,28676565
NW_024425563.1,55385218,55385431
NW_024423675.1,3257290,3257514
NW_024424453.1,13957184,13957394
NW_024426552.1,30820507,30820710
NW_024424786.1,21258649,21258853
NW_024424230.1,24490973,24491183
NW_024423675.1,7687711,7687941
NW_024423343.1,16322633,16322836
NW_024426885.1,29646799,29647003
NW_024426774.1,75830872,75831082
NW_024424119.1,2350537,2350747
NW_024426663.1,27746822,27747333
NW_024423343.1,48267520,48267732
NW_024423897.1,33506127,33506337
NW_024424341.1,5861754,5861954
NW_024423319.1,51108661,51108868
NW_024424119.1,25273000,25273203
NW_024425786.1,19334937,19335139
NW_024423564.1,46587097,46587305
NW_024423344.1,9923120,9923318
NW_024423319.1,1802669,1802877
NW_024424341.1,3985237,3985436
NW_024425675.1,2551439,2551650
NW_024425452.1,4513631,4513840
NW_024426774.1,9694660,9694864
NW_024427107.1,36407175,36407387
NW_024425563.1,102390742,102390932
NW_024426996.1,57554153,57554357
NW_024423453.1,62481252,62481454
NW_024426552.1,55707964,55708172
NW_024427107.1,6695224,6695421
NW_024423786.1,14253133,14253329
NW_024424230.1,38087919,38088100
NW_024423897.1,27656338,27656556
NW_024424786.1,40875344,40875534
NW_024425008.1,32084068,32084278
NW_024426663.1,34899601,34899817
NW_024423564.1,58585847,58586055
NW_024426552.1,28103390,28103596
NW_024426996.1,56355487,56355715
NW_024424786.1,12326565,12326769
NW_024426552.1,50845780,50846004
NW_024423675.1,57857958,57858164
NW_024424008.1,7275052,7275259
NW_024424341.1,57069876,57070082
NW_024427107.1,41145968,41146162
NW_024423675.1,30572948,30573153
NW_024424452.1,61120980,61121196
NW_024425230.1,1449493,1449692
NW_024425675.1,25133759,25133958
NW_024426996.1,39879031,39879231
NW_024427107.1,63531675,63531893
NW_024423343.1,7012667,7012884
NW_024425008.1,26439803,26440030
NW_024425563.1,29038129,29038334
NW_024426230.1,14679835,14680045
NW_024425564.1,1555886,1556086
NW_024426663.1,6040551,6040754
NW_024426663.1,77026538,77026736
NW_024423897.1,43168979,43169190
NW_024425675.1,13122802,13123018
NW_024423319.1,16563564,16563776
NW_024424786.1,33434250,33434481
NW_024425008.1,13906236,13906445
NW_024426552.1,14478018,14478239
NW_024426552.1,91544014,91544233
NW_024424786.1,25317513,25317736
NW_024425341.1,19438442,19438558
NW_024425564.1,11576166,11576369
NW_024423343.1,63241728,63241937
NW_024423343.1,37066125,37066324
NW_024424453.1,10816141,10816345
NW_024424452.1,16625980,16626213
NW_024425119.1,28971356,28971568
NW_024426008.1,28649650,28649852
NW_024427107.1,40004752,40004953
NW_024423564.1,57222957,57223177
NW_024425119.1,17507043,17507254
NW_024425563.1,38307116,38307312
NW_024426663.1,38809707,38809900
NW_024426663.1,56351241,56351437
NW_024426996.1,71272646,71272844
NW_024426996.1,75330146,75330373
NW_024423453.1,25645065,25645282
NW_024423319.1,76783233,76783305
NW_024423897.1,55364720,55364929
NW_024426663.1,49817986,49818200
NW_024426230.1,9627032,9627230
NW_024423675.1,7053615,7053816
NW_024423344.1,5608745,5608950
NW_024424452.1,99533084,99533202
NW_024426774.1,2379310,2379511
NW_024426663.1,52864870,52865036
NW_024425563.1,20559905,20560115
NW_024423344.1,28546738,28546937
NW_024425897.1,18387979,18388182
NW_024423675.1,61847347,61847587
NW_024423343.1,12371937,12372162
NW_024424452.1,58377372,58377577
NW_024425675.1,20853227,20853453
NW_024426774.1,48915542,48915751
NW_024426885.1,74322100,74322303
NW_024423343.1,77137862,77138079
NW_024423564.1,63625904,63626118
NW_024424452.1,93997993,93998196
NW_024424452.1,44985133,44985297
NW_024425230.1,876095,876301
NW_024425563.1,78546028,78546239
NW_024426552.1,62015051,62015258
NW_024426885.1,78479137,78479355
NW_024423343.1,44243973,44244171
NW_024424453.1,14009423,14009651
NW_024424564.1,21561597,21561806
NW_024423343.1,12177928,12178134
NW_024424119.1,4839365,4839574
NW_024424230.1,50603237,50603438
NW_024425897.1,8725494,8725702
NW_024426885.1,57330306,57330518
NW_024427107.1,45542114,45542329
NW_024423343.1,86357810,86358023
NW_024424230.1,56960818,56961025
NW_024426230.1,8118062,8118198
NW_024426885.1,66090325,66090518
NW_024426774.1,51079408,51079613
NW_024426663.1,29507886,29508092
NW_024423897.1,17726182,17726377
NW_024424119.1,46913867,46914098
NW_024426552.1,34647831,34648007
NW_024426663.1,61502851,61503090
NW_024423675.1,41355610,41355821
NW_024423319.1,109651084,109651290
NW_024425563.1,16433866,16434093
NW_024426663.1,428304,428517
NW_024424119.1,44394127,44394329
NW_024423343.1,43546969,43547162
NW_024423343.1,98720129,98720338
NW_024426552.1,28050615,28050832
NW_024425230.1,825980,826190
NW_024425230.1,17132151,17132377
NW_024423344.1,37879178,37879372
NW_024424008.1,20763037,20763256
NW_024426885.1,23314916,23315122
NW_024426996.1,14195469,14195675
NW_024427107.1,2068656,2068868
NW_024424453.1,20618886,20619110
NW_024424452.1,58876486,58876700
NW_024425563.1,49993237,49993442
NW_024423319.1,3759694,3759900
NW_024424008.1,8535326,8535535
NW_024425563.1,54248744,54248943
NW_024427107.1,16797163,16797272
NW_024423344.1,37136710,37136924
NW_024426996.1,162069,162277
NW_024423344.1,20442015,20442213
NW_024423344.1,65417069,65417279
NW_024424452.1,78751304,78751518
NW_024424897.1,16325623,16325833
NW_024425008.1,29360783,29361011
NW_024425341.1,12163278,12163495
NW_024423564.1,4564381,4564589
NW_024423344.1,13501021,13501227
NW_024424452.1,104221050,104221136
NW_024424564.1,28876002,28876215
NW_024425897.1,8640873,8641078
NW_024426774.1,15044630,15044835
NW_024426663.1,35056203,35056412
NW_024423897.1,23320976,23321171
NW_024424452.1,17624047,17624250
NW_024427107.1,35150637,35150848
NW_024424119.1,25716324,25716525
NW_024425452.1,13560813,13561005
NW_024426774.1,51235243,51235450
NW_024424675.1,9892623,9892838
NW_024426552.1,29189824,29190034
NW_024425119.1,15812542,15812750
NW_024423897.1,59967679,59967922
NW_024425119.1,18053004,18053211
NW_024426885.1,65297603,65297819
NW_024423343.1,88444009,88444204
NW_024424452.1,55795206,55795276
NW_024424897.1,33727194,33727399
NW_024426552.1,32239099,32239297
NW_024425563.1,79077299,79077504
NW_024425563.1,80135888,80136097
NW_024426996.1,1295156,1295355
NW_024426774.1,40520170,40520384
NW_024426552.1,91144483,91144694
NW_024426552.1,92879852,92880057
NW_024424341.1,42040408,42040610
NW_024425786.1,24452317,24452524
NW_024425452.1,19233756,19233964
NW_024424341.1,32671833,32672039
NW_024424452.1,97152764,97152963
NW_024424564.1,27163522,27163735
NW_024425675.1,15844301,15844503
NW_024425563.1,35455975,35456174
NW_024426230.1,19522866,19523081
NW_024426230.1,12112569,12112783
NW_024426663.1,70185757,70185966
NW_024423897.1,20369123,20369274
NW_024425563.1,62533979,62534190
NW_024426885.1,39445624,39445827
NW_024427107.1,16649390,16649606
NW_024423453.1,36608685,36608909
NW_024424119.1,27378121,27378323
NW_024425230.1,33017342,33017549
NW_024425452.1,4282703,4282926
NW_024425564.1,13164399,13164600
NW_024423453.1,16451634,16451850
NW_024423675.1,48327169,48327317
NW_024423344.1,5208226,5208429
NW_024424341.1,53522106,53522320
NW_024424675.1,44378948,44379154
NW_024426008.1,2358117,2358336
NW_024426552.1,1888450,1888660
NW_024425563.1,72726945,72727152
NW_024426774.1,29639832,29640038
NW_024424897.1,42710035,42710252
NW_024426996.1,53110520,53110722
NW_024427107.1,54565020,54565216
NW_024425230.1,19158485,19158694
NW_024426552.1,16132737,16132947
NW_024424452.1,97325103,97325305
NW_024425341.1,34917370,34917584
NW_024426663.1,57530215,57530419
NW_024423675.1,1134466,1134688
NW_024425786.1,6502163,6502373
NW_024427107.1,51071326,51071562
NW_024424452.1,54655606,54655811
NW_024423675.1,57476909,57477116
NW_024424675.1,22072202,22072412
NW_024426663.1,41125262,41125482
NW_024423675.1,11876878,11877075
NW_024423343.1,61812754,61812983
NW_024423897.1,16991916,16992129
NW_024423897.1,34450135,34450345
NW_024425675.1,9837179,9837456
NW_024425675.1,13098235,13098436
NW_024426663.1,34892316,34892526
NW_024423786.1,2823138,2823388
NW_024424119.1,25755621,25755819
NW_024424452.1,81381652,81381880
NW_024425008.1,30705194,30705422
NW_024425563.1,40342203,40342405
NW_024427107.1,2643519,2643729
NW_024423344.1,13592719,13592922
NW_024425008.1,11428908,11429091
NW_024426774.1,75540581,75540785
NW_024426552.1,73489455,73489661
NW_024423344.1,59347931,59348132
NW_024426552.1,79218872,79219075
NW_024426996.1,56026796,56027006
NW_024425008.1,19529312,19529518
NW_024425563.1,59387098,59387308
NW_024425452.1,11074198,11074394
NW_024426774.1,37402491,37402702
NW_024426774.1,47750599,47750809
NW_024423343.1,56050359,56050561
NW_024424564.1,36432387,36432624
NW_024426552.1,91130040,91130252
NW_024423786.1,40921522,40921725
NW_024426552.1,69845902,69846115
NW_024426885.1,33326191,33326390
NW_024426885.1,19015638,19015844
NW_024426663.1,46076466,46076684
NW_024423897.1,50929530,50929669
NW_024424786.1,7057112,7057312
NW_024425119.1,36803779,36803955
NW_024426996.1,30010985,30011193
NW_024423786.1,107028,107234
NW_024424119.1,55775401,55775607
NW_024424008.1,16692881,16693087
NW_024423344.1,71904291,71904544
NW_024426552.1,37972966,37973171
NW_024423675.1,36705568,36705791
NW_024425786.1,24312221,24312429
NW_024423319.1,7079389,7079583
NW_024425563.1,51129265,51129475
NW_024426008.1,28459832,28460038
NW_024426774.1,7722237,7722438
NW_024423564.1,68922721,68922931
NW_024423343.1,85069490,85069700
NW_024424341.1,29675028,29675235
NW_024426996.1,64063710,64063935
NW_024423786.1,41126868,41127086
NW_024424453.1,10726891,10727126
NW_024424786.1,19343792,19343999
NW_024423344.1,63898773,63898973
NW_024424453.1,477792,477990
NW_024425897.1,5146323,5146529
NW_024426996.1,7547660,7547878
NW_024426774.1,70649498,70649697
NW_024423786.1,45739189,45739392
NW_024424675.1,23468892,23469091
NW_024424786.1,41823823,41824068
NW_024426885.1,22511337,22511549
NW_024425230.1,7509798,7510005
NW_024423343.1,91625076,91625283
NW_024427107.1,20605401,20605618
NW_024424341.1,40672917,40673124
NW_024426552.1,47504856,47505066
NW_024426774.1,35976045,35976267
NW_024426774.1,41388680,41388883
NW_024426774.1,18872990,18873206
NW_024427107.1,34590856,34591083
NW_024423564.1,6124385,6124604
NW_024423343.1,4413655,4413852
NW_024424341.1,31711362,31711565
NW_024424564.1,50577308,50577443
NW_024426552.1,28775827,28776036
NW_024426552.1,75040363,75040587
NW_024423786.1,63593253,63593458
NW_024424119.1,34045016,34045228
NW_024425341.1,5748123,5748325
NW_024425341.1,25889369,25889583
NW_024425563.1,75100346,75100560
NW_024426552.1,50178098,50178304
NW_024426119.1,25733919,25734145
NW_024426774.1,46300561,46300755
NW_024426885.1,987131,987360
NW_024426996.1,16771997,16772199
NW_024424008.1,36786293,36786514
NW_024425119.1,11256063,11256269
NW_024425563.1,21623957,21624159
NW_024425341.1,32569082,32569290
NW_024424453.1,18324135,18324345
NW_024424897.1,34114431,34114647
NW_024426663.1,23280419,23280633
NW_024423343.1,33558832,33559050
NW_024426552.1,17187834,17188035
NW_024426230.1,11005978,11006174
NW_024426774.1,75946947,75947167
NW_024427107.1,5150734,5150950
NW_024424230.1,49306836,49307037
NW_024424453.1,6269178,6269404
NW_024426885.1,38713271,38713485
NW_024423897.1,5304977,5305190
NW_024424341.1,6093078,6093278
NW_024425786.1,3202710,3202916
NW_024426552.1,60145042,60145251
NW_024423343.1,43947242,43947448
NW_024423453.1,15655850,15656058
NW_024424452.1,35050939,35051147
NW_024426008.1,25169405,25169616
NW_024426774.1,19841405,19841608
NW_024423453.1,30238642,30238859
NW_024424119.1,38010990,38011216
NW_024424452.1,3581808,3582015
NW_024426885.1,75584758,75584920
NW_024423675.1,43893793,43894007
NW_024424564.1,38010353,38010567
NW_024424452.1,61953559,61953634
NW_024426552.1,9588646,9588873
NW_024424119.1,30051358,30051557
NW_024424341.1,40333989,40334202
NW_024424452.1,14564109,14564322
NW_024427107.1,80278232,80278449
NW_024423564.1,20661684,20661895
NW_024423675.1,31259329,31259536
NW_024423344.1,61560756,61560878
NW_024424897.1,27528599,27528801
NW_024426552.1,56507212,56507416
NW_024426663.1,70149202,70149420
NW_024427107.1,77509112,77509312
NW_024423343.1,39401229,39401429
NW_024423344.1,57843046,57843247
NW_024426119.1,7349002,7349271
NW_024426774.1,33869112,33869333
NW_024426996.1,23680743,23681014
NW_024423675.1,36657239,36657454
NW_024423319.1,4122286,4122492
NW_024423319.1,29974177,29974373
NW_024424230.1,54185615,54185827
NW_024424786.1,29276733,29276893
NW_024427107.1,52157677,52157876
NW_024425563.1,100218174,100218402
NW_024425897.1,5213647,5213862
NW_024424119.1,33170752,33170966
NW_024426552.1,42556522,42556744
NW_024426885.1,17944639,17944854
NW_024423564.1,43622317,43622525
NW_024423319.1,40764562,40764764
NW_024424453.1,50770299,50770509
NW_024425563.1,9311270,9311484
NW_024426996.1,2090713,2090940
NW_024426774.1,48337133,48337337
NW_024427107.1,56495352,56495557
NW_024424230.1,20091771,20091963
NW_024424008.1,6603228,6603441
NW_024425230.1,9259920,9260135
NW_024425563.1,69264322,69264536
NW_024426552.1,11204670,11204876
NW_024426230.1,6682149,6682356
NW_024423343.1,8018322,8018524
NW_024424230.1,44588316,44588545
NW_024424564.1,50138553,50138759
NW_024424786.1,42921930,42922008
NW_024424897.1,12727769,12727979
NW_024425675.1,24985024,24985232
NW_024423564.1,57336061,57336265
NW_024423344.1,63740230,63740437
NW_024423786.1,63729252,63729462
NW_024423897.1,40227250,40227470
NW_024425563.1,26691301,26691514
NW_024426230.1,11465834,11466065
NW_024423675.1,11057718,11057920
NW_024423675.1,38891401,38891613
NW_024424564.1,56801360,56801555
NW_024424452.1,5978929,5979139
NW_024426996.1,30921543,30921745
NW_024423344.1,20642614,20642828
NW_024425786.1,7322524,7322745
NW_024425786.1,14315764,14315960
NW_024426885.1,30193908,30194117
NW_024427107.1,22988212,22988413
NW_024423344.1,40918793,40919000
NW_024423897.1,61462216,61462424
NW_024425008.1,3296291,3296490
NW_024424453.1,14707393,14707612
NW_024424675.1,18675705,18675905
NW_024426774.1,73437935,73438143
NW_024423564.1,11105707,11105912
NW_024423319.1,108490315,108490527
NW_024424008.1,30658141,30658340
NW_024424119.1,12289117,12289306
NW_024425675.1,26121269,26121477
NW_024424230.1,4329991,4330201
NW_024424341.1,17326647,17326853
NW_024425119.1,12373536,12373755
NW_024425564.1,28534729,28534947
NW_024426996.1,52341340,52341545
NW_024423897.1,46391088,46391299
NW_024424452.1,77624639,77624857
NW_024423344.1,13658005,13658201
NW_024424897.1,44641986,44642199
NW_024426996.1,56786489,56786720
NW_024426774.1,12522327,12522532
NW_024423343.1,34501023,34501231
NW_024426552.1,46672215,46672421
NW_024426885.1,27866588,27866800
NW_024423453.1,50886962,50887172
NW_024424452.1,49066873,49067088
NW_024424786.1,9057584,9057788
NW_024427107.1,6006852,6007049
NW_024427107.1,60596524,60596731
NW_024423453.1,42353037,42353243
NW_024423786.1,41737788,41738009
NW_024424564.1,33767334,33767545
NW_024426552.1,76205859,76206075
NW_024423786.1,67400713,67400923
NW_024424564.1,827029,827250
NW_024425786.1,20961995,20962197
NW_024425563.1,60634655,60634872
NW_024425563.1,83230283,83230483
NW_024423343.1,81395868,81396074
NW_024425563.1,43027679,43027890
NW_024426008.1,426766,426957
NW_024424453.1,36609576,36609674
NW_024424786.1,41972907,41973116
NW_024425563.1,27282809,27283027
NW_024426552.1,12142142,12142361
NW_024425675.1,26006200,26006409
NW_024425786.1,18164472,18164686
NW_024426996.1,64146111,64146320
NW_024423453.1,47789022,47789231
NW_024424452.1,99377262,99377476
NW_024426774.1,79489893,79490103
NW_024426774.1,81971732,81971950
NW_024425230.1,17110880,17111086
NW_024425341.1,17533988,17534196
NW_024426885.1,47239928,47240152
NW_024426663.1,6401200,6401433
NW_024426996.1,23190802,23191008
NW_024423675.1,43857123,43857333
NW_024423675.1,65474208,65474418
NW_024424008.1,54626284,54626502
NW_024423897.1,46001710,46001922
NW_024423319.1,81691361,81691577
NW_024424008.1,15909397,15909605
NW_024425008.1,32691771,32691973
NW_024426230.1,5233021,5233246
NW_024425563.1,16055074,16055283
NW_024426996.1,25306832,25307036
NW_024423453.1,51574852,51575056
NW_024423319.1,32743390,32743615
NW_024424452.1,86024958,86025160
NW_024424453.1,17606613,17606822
NW_024425786.1,27051052,27051255
NW_024426008.1,134514,134626
NW_024427107.1,3656033,3656245
NW_024427107.1,46076309,46076517
NW_024424564.1,32108827,32109032
NW_024424897.1,34332790,34333049
NW_024426663.1,38812758,38812979
NW_024423675.1,15664396,15664600
NW_024423897.1,24306430,24306640
NW_024424119.1,3445085,3445292
NW_024424341.1,19787427,19787636
NW_024424452.1,21990182,21990394
NW_024424675.1,7936289,7936500
NW_024424786.1,42712425,42712627
NW_024426774.1,6790069,6790276
NW_024423897.1,19494891,19495097
NW_024424453.1,15000688,15000909
NW_024423343.1,32210196,32210436
NW_024426996.1,39858246,39858462
NW_024426774.1,33096365,33096478
NW_024423564.1,58756002,58756222
NW_024423564.1,63643197,63643406
NW_024423786.1,65689784,65690023
NW_024424341.1,57821390,57821613
NW_024424675.1,32112403,32112609
NW_024425563.1,17663347,17663552
NW_024426774.1,56900402,56900612
NW_024423343.1,56909461,56909685
NW_024425675.1,32002532,32002738
NW_024426663.1,24809975,24810185
NW_024423343.1,104713321,104713527
NW_024424230.1,14847108,14847324
NW_024424341.1,43456304,43456519
NW_024425564.1,33280860,33281070
NW_024426774.1,37801632,37801840
NW_024423786.1,2803245,2803470
NW_024424341.1,6917585,6917795
NW_024424341.1,33423471,33423685
NW_024424341.1,47133290,47133499
NW_024425675.1,5567880,5568088
NW_024425341.1,36212995,36213204
NW_024426774.1,19997234,19997444
NW_024423319.1,52482570,52482778
NW_024424230.1,13281636,13281841
NW_024424452.1,50412885,50413127
NW_024426996.1,7505826,7506036
NW_024423564.1,31075093,31075273
NW_024424453.1,23661014,23661222
NW_024424564.1,21361781,21361981
NW_024425675.1,18602652,18602848
NW_024425786.1,18913716,18913921
NW_024426774.1,10184664,10184864
NW_024427107.1,77277238,77277469
NW_024423786.1,26461951,26462176
NW_024423319.1,59803338,59803549
NW_024423897.1,37649002,37649211
NW_024424786.1,28996685,28996891
NW_024426774.1,40435670,40435877
NW_024423453.1,29036097,29036293
NW_024424230.1,38095611,38095810
NW_024424341.1,14472539,14472748
NW_024425452.1,24806397,24806612
NW_024425563.1,77814858,77815067
NW_024426119.1,7822093,7822300
NW_024426885.1,27877031,27877234
NW_024426552.1,23270309,23270518
NW_024423564.1,10887293,10887499
NW_024425897.1,30182762,30182974
NW_024423343.1,70679580,70679788
NW_024426885.1,30824968,30825172
NW_024424564.1,21487735,21487963
NW_024425564.1,33547497,33547700
NW_024424564.1,50847564,50847780
NW_024425563.1,49301771,49301986
NW_024426552.1,46301209,46301409
NW_024426996.1,78893915,78894131
NW_024423564.1,40787053,40787254
NW_024423343.1,34089198,34089409
NW_024426119.1,2509840,2510048
NW_024426663.1,8434144,8434351
NW_024426663.1,11333902,11334125
NW_024424341.1,19583549,19583755
NW_024424453.1,19361127,19361344
NW_024426663.1,78628898,78629128
NW_024426774.1,32075474,32075682
NW_024427107.1,67084406,67084617
NW_024423675.1,63842865,63843061
NW_024423343.1,37733459,37733669
NW_024424453.1,47065905,47066087
NW_024424897.1,27199448,27199644
NW_024425563.1,27540493,27540698
NW_024426008.1,5502331,5502453
NW_024426119.1,16972952,16973160
NW_024424230.1,45177039,45177247
NW_024424341.1,46355595,46355815
NW_024425563.1,12471745,12471946
NW_024426552.1,72105669,72105881
NW_024425897.1,16112390,16112601
NW_024426885.1,14397773,14397991
NW_024426663.1,68179936,68180155
NW_024426774.1,33406427,33406640
NW_024423564.1,62783193,62783422
NW_024423675.1,9247269,9247482
NW_024423786.1,24081547,24081744
NW_024423319.1,48157373,48157637
NW_024427107.1,76331147,76331354
NW_024423564.1,70923066,70923266
NW_024423343.1,36336693,36336912
NW_024424453.1,29195964,29196164
NW_024425119.1,39901954,39902159
NW_024426885.1,6781540,6781745
NW_024426885.1,15712400,15712600
NW_024424564.1,32433420,32433648
NW_024425119.1,3892277,3892476
NW_024425675.1,23262903,23263138
NW_024423675.1,11175634,11175847
NW_024424230.1,40629149,40629376
NW_024425563.1,90669936,90670046
NW_024425897.1,15951716,15951932
NW_024426552.1,30864333,30864427
NW_024426552.1,91502054,91502274
NW_024426663.1,65962879,65963075
NW_024423675.1,3253377,3253586
NW_024423344.1,44384264,44384482
NW_024424008.1,42657785,42658001
NW_024424119.1,33135945,33136151
NW_024423897.1,35467597,35467800
NW_024424341.1,54671270,54671478
NW_024425563.1,32270396,32270624
NW_024425563.1,47613821,47614030
NW_024426552.1,30015589,30015793
NW_024423675.1,68197706,68197920
NW_024424230.1,52308870,52309092
NW_024424341.1,29411777,29411985
NW_024425675.1,27774619,27774816
NW_024426230.1,1809912,1810109
NW_024423675.1,63914645,63914871
NW_024425563.1,50089780,50090016
NW_024426885.1,16101011,16101103
NW_024424675.1,13887341,13887554
NW_024425564.1,7889610,7889804
NW_024426230.1,10794137,10794361
NW_024424341.1,15521798,15522008
NW_024424230.1,4309813,4310026
NW_024424008.1,28252628,28252874
NW_024424452.1,85037241,85037512
NW_024424453.1,17970275,17970487
NW_024424675.1,45332592,45332802
NW_024425230.1,21763386,21763603
NW_024426552.1,31774923,31775134
NW_024426996.1,60433854,60434090
NW_024423343.1,64697606,64697763
NW_024423786.1,43629906,43630109
NW_024425341.1,31316329,31316544
NW_024426663.1,25012567,25012780
NW_024426996.1,22497432,22497579
NW_024423786.1,70187996,70188209
NW_024423319.1,73938314,73938558
NW_024424119.1,3709872,3710075
NW_024425897.1,29980618,29980811
NW_024426663.1,32339237,32339439
NW_024424008.1,46917627,46917830
NW_024426885.1,46769986,46770144
NW_024426552.1,82694832,82695039
NW_024423344.1,43394034,43394242
NW_024423319.1,4593102,4593322
NW_024424230.1,38973269,38973488
NW_024424897.1,20551683,20551890
NW_024425786.1,14437049,14437280
NW_024426230.1,4858121,4858294
NW_024426663.1,60726274,60726484
NW_024423786.1,5492162,5492376
NW_024425230.1,18322159,18322374
NW_024423343.1,61059608,61059814
NW_024423786.1,67404500,67404714
NW_024426552.1,23178257,23178499
NW_024426996.1,1967805,1967943
NW_024424452.1,92188031,92188221
NW_024425119.1,12979974,12980182
NW_024425230.1,12791192,12791402
NW_024423564.1,28057284,28057482
NW_024423343.1,12140663,12140872
NW_024424230.1,26955015,26955228
NW_024424786.1,27137761,27137972
NW_024426552.1,28060009,28060217
NW_024426774.1,32080242,32080456
NW_024423344.1,17012575,17012776
NW_024423319.1,36195365,36195577
NW_024424230.1,14467680,14467887
NW_024424341.1,26767320,26767530
NW_024426774.1,1673784,1673989
NW_024423786.1,62558485,62558698
NW_024426885.1,66952104,66952317
NW_024423344.1,73108577,73108791
NW_024424230.1,54621327,54621535
NW_024425119.1,21610616,21610825
NW_024423344.1,71097071,71097278
NW_024423319.1,76287916,76288126
NW_024424008.1,58598557,58598766
NW_024424786.1,1022117,1022324
NW_024425341.1,15352689,15352916
NW_024425897.1,25007799,25007956
NW_024426774.1,73281161,73281381
NW_024423453.1,61092048,61092351
NW_024423343.1,4200271,4200481
NW_024424230.1,49811094,49811163
NW_024423897.1,47906433,47906643
NW_024424897.1,13971617,13971834
NW_024425675.1,13436861,13437087
NW_024425675.1,28911237,28911437
NW_024426885.1,23189717,23189931
NW_024423786.1,33074409,33074608
NW_024424897.1,23048932,23049142
NW_024425564.1,11731579,11731794
NW_024426552.1,93559878,93560084
NW_024426663.1,15754781,15754984
NW_024426774.1,31841396,31841601
NW_024423897.1,50505238,50505383
NW_024424452.1,105021497,105021712
NW_024423675.1,35848941,35849162
NW_024423786.1,17557085,17557298
NW_024423343.1,39484179,39484386
NW_024425563.1,63962924,63963121
NW_024426996.1,55302498,55302743
NW_024426663.1,75052211,75052423
NW_024423319.1,96038601,96038807
NW_024424452.1,58609664,58609867
NW_024426774.1,57990925,57991141
NW_024426663.1,20094020,20094098
NW_024423786.1,49090686,49090887
NW_024424008.1,20506719,20506940
NW_024424786.1,27948012,27948201
NW_024424452.1,98180307,98180514
NW_024424897.1,36591192,36591440
NW_024426552.1,51428452,51428677
NW_024426552.1,63771331,63771546
NW_024426774.1,18648427,18648635
NW_024426774.1,19854953,19855172
NW_024424119.1,53150240,53150452
NW_024426119.1,14537043,14537252
NW_024426774.1,56887935,56888149
NW_024426885.1,4413539,4413749
NW_024423343.1,39353481,39353706
NW_024424452.1,4890706,4890922
NW_024425563.1,64643137,64643340
NW_024425341.1,37057528,37057723
NW_024425564.1,1564971,1565198
NW_024427107.1,11464260,11464492
NW_024423453.1,54983696,54983920
NW_024424119.1,17578885,17579102
NW_024426230.1,6583255,6583465
NW_024424008.1,7345998,7346210
NW_024425786.1,18156903,18157114
NW_024425563.1,31326486,31326709
NW_024426552.1,45813699,45813906
NW_024426885.1,70571705,70571912
NW_024424230.1,45558327,45558541
NW_024424675.1,21675585,21675802
NW_024425897.1,29397386,29397606
NW_024424341.1,27065039,27065282
NW_024423675.1,16234286,16234500
NW_024425008.1,15135953,15136164
NW_024426008.1,16369580,16369788
NW_024426774.1,50579185,50579388
NW_024423453.1,19283893,19284103
NW_024423564.1,9562212,9562431
NW_024423343.1,42895962,42896177
NW_024423344.1,45786747,45786966
NW_024425008.1,24805991,24806207
NW_024425563.1,82830149,82830369
NW_024423343.1,37665840,37666063
NW_024423897.1,46324245,46324453
NW_024426663.1,27262894,27263114
NW_024423786.1,369088,369306
NW_024424230.1,41380569,41380778
NW_024424008.1,2938313,2938534
NW_024425786.1,7104820,7105047
NW_024425452.1,1890235,1890444
NW_024423343.1,61526326,61526545
NW_024424341.1,26222097,26222319
